title,keywords
The Real Cancun,"independent film, documentary"
The Reaping,"horror, river, miracle, bible, louisiana, frog, grasshopper, faith"
The Red Violin,"drama, thriller, mystery, music, romance, auction, violin"
The Reef,"boat, boat accident, underwater, shark, great white shark, drama, horror, thriller"
The Relic,"horror, thriller, mystery, chicago, based on novel, monster, museum, pile of dead bodies, god, dead body, anthropologist, indian tribe, amazon jungle"
The Remains of the Day,"drama, romance, newspaper, butler, country house, loyalty, flower, nazis, jewish, britain, housekeeper, employer"
The Replacement Killers,"drama, action, thriller, crime, usa, china, assault rifle, sniper, chinatown, drug dealer, hitman, funeral, conscientious objector, revenge, on the run, fugitive, one man army, sunglasses, drug lord, silencer, uzi, police raid, contract killer, replacement"
The Replacements,"american football, strike, sport, coach, misfit, american football player, comedy"
The Return of the Living Dead,"horror, comedy, female nudity, crematorium, nudity, punk, company, independent film, undead, decapitation, zombie, paramedic, attic, cemetary, dismemberment, warehouse, stairs, night of the living dead, walking dead, louisville"
The Return of the Pink Panther,"robbery, diamant, cu00f4te d'azur, inspector, panther, comedy"
The Revenant,"adventure, drama, western, thriller, father son relationship, rape, based on novel, mountains, winter, grizzly bear, wilderness, frontier, revenge, murder, native american, survival, bear, snow, violence, animal death, bear attack, death of son, based on true events, fur trapper"
The Ridiculous 6,"wild west, comedy, western"
The Right Stuff,"drama, history, cold war, pilot, space travel, politics, historical figure, flight, astronaut, space race, sound barrier"
The Ring Two,"nun, based on novel, bath tub, nightmare, son, sequel, remake, vision, good vs evil, woman reporter, mental institution, videotape, evil child, drama, horror, thriller"
The Rise of the Krays,crime
The Rite,"drama, horror, thriller, vatican, violinist, hospital, miscarriage, exorcist, roman catholic, seminary, limp, toad, clergy, formalin, walking cane"
The River Wild,"river, robber, boston, bank robber, marriage crisis, hostage-taking, rafting, criminal, white water rafting, adventure, action, thriller, crime"
The Road,"adventure, drama, post-apocalyptic, dystopia, paternity, duringcreditsstinger"
The Road to El Dorado,"gold, horse, sword fight, adventure, animation, comedy, family"
The Robe,"drama, crucifixion, ancient rome"
The Rock,"san francisco, fbi, gas attack, alcatraz, hostage situation, fbi agent, adventure, action, thriller"
The Rocker,"comedy, music, 1970s, drums, groupie, musical, rock, heavy metal, headbanging"
The Rookie,"father son relationship, baseball, sports team, sport, life's dream, growing up, drama, family"
The Roommate,"drama, horror, thriller, jealousy, roommate, obsession, campus, love, murder, freshman, student, los angeles, medication, violence, boyfriend, design, resentment"
The Rose,"drug, rock band, roses, drama, music, romance"
The Royal Tenenbaums,"drama, comedy, forgiveness, child prodigy, terminal illness, dysfunctional family, cigarette smoking, family conflict"
The Rugrats Movie,"brother brother relationship, baby, home, pregnancy and birth, sequel, kids and family, comedy, pregnancy, aftercreditsstinger, animation, family"
The Ruins,"drama, horror, maya civilization, carnivorous plant, cancu00fan, ruins"
The Rules of Attraction,"drama, comedy, romance, love triangle, independent film, multiple storylines"
The Runaways,"drama, music, women, 1970s, publicity, iron, music, pill, independent film, night club, teenage girl, microphone, rock music, guitarist, photo shoot, teenage sexuality, drummer, recording, grandmother, alcoholic drink, broken glass, talent contest, girl band, hospital bed, female rocker, woman director"
The Rundown,"hunter, bounty, bounty hunter, fight, amazon, treasure hunt, jungle, adventure, action, comedy, thriller"
The Running Man,"action, science fiction, prison, chase, hunting human beings, game show, dystopia, dystopic future"
The Saint,"adventure, action, thriller, science fiction, romance, berlin, russia, gas, master thief, the saint"
The Salon,"independent film, comedy"
The Santa Clause,"fantasy, drama, comedy, family, holiday, christmas party, santa claus, deal, christmas tree, christmas"
The Santa Clause 2,"holiday, christmas party, home, santa claus, magic, toy, wish, son, sequel, saving christmas, christmas, fantasy, comedy, family"
The Savages,"drama, father son relationship, depression, parents kids relationship, brother sister relationship, professor, pflegeheim, professor for literature, son, brother, daughter, alzheimer, sister, relation, pflegen, alienation, independent film, domestic violence, writer, relationship, family, family feud, father figure, woman director"
The Scarlet Letter,"based on novel, burning of witches, puritan, pregnancy, period drama, extramarital affair, drama, history, romance"
The Score,"action, thriller, crime, quebec, jewel, scepter, customs house, jewelry heist, blueprint, assumed identity, schematic, voice over, surveillance camera, one last job"
The Scorpion King,"egypt, temple, adventure, fantasy, action"
The Second Best Exotic Marigold Hotel,"drama, comedy, india, retirement home"
The Secret,"miniseries, drama"
The Secret Life of Bees,"adventure, woman director"
The Secret Life of Pets,"animation, family, pet, bunny, anthropomorphism, dog, animal, apartment building, sewer, terrier, manhattan, new york city, rodent, mongrel"
The Secret Life of Walter Mitty,"himalaya, photographer, magazine, iceland, daydream, photograph, shark, fired from the job, skateboard, dreamer, online dating, daydreaming, adventure, fantasy, drama, comedy"
The Secret of Kells,"fantasy, animation, family, barbarian, underwater, trapped, sea monster, woman director"
The Sentinel,"usa president, agent, action, thriller, crime"
The Sessions,"drama, comedy, romance, cat, virgin, narration, wheelchair, graduation, sexual arousal, judaism, power outage, intimate, catholic church, sexual awakening, male virgin, woman crying, sponge bath, catholic priest, jealous husband, iron lung, sex surrogate, polio, crying woman, polio victim, jewish man, true life character, gurney, sexual pleasure, pity sex, jewish convert, handicap sex, sexual exploration, naked woman, thrift store"
The Shadow,"adventure, fantasy, action, thriller, science fiction, new york, atomic bomb, ladykiller, hypnosis, superhero, based on comic book, radio series, invisibility, the shadow"
The Shaggy Dog,"father son relationship, parents kids relationship, workaholic, wife husband relationship, transformation, body exchange, daughter, lawyer, dog, family, turns into animal, comedy, family"
The Shallows,"drama, horror, thriller, mexico, beach, surfer, island, survival, young woman, shark, great white shark, trapped, animal attack, animal horror, prey"
The Shawshank Redemption,"prison, corruption, police brutality, prison cell, delinquent, parole board, escape from prison, wrongful imprisonment, framed for murder, 1940s, drama, crime"
The Shining,"horror, thriller, hotel, isolation, hotelier, colorado, maze, bartender, ax, delusion, loneliness, caretaker, vision, snow, writer, alcoholic, snowed in, off season"
The Shipping News,"drama, romance, sex, adultery, based on novel, fishing, isolation, kidnapping, newfoundland, survival, reporter, drunk"
The Siege,"islam, muslim, car bomb, fbi agent, drama, action, thriller, crime"
The Signal,"thriller, science fiction, hacker, supernatural powers, road trip, independent film, superpower, boyfriend girlfriend relationship, secret laboratory"
The Silence of the Lambs,"based on novel, psychopath, horror, suspense, serial killer, psychological thriller, cannibal, fbi agent, animal in cast credits, cannibalism, drama, thriller, crime"
The Simpsons Movie,"animation, comedy, family, father son relationship, lake, springfield, the simpsons, duff beer, garbage, pig, pollution, environmental protection agency, quarantine, alcoholism, love, alaska, dysfunctional family, dysfunctional marriage, ecology, saving lives, first love, duringcreditsstinger, donuts"
The Singing Detective,"comedy, crime, mystery, music"
The Singles Ward,"drama, comedy, romance, family"
The Sisterhood of Night,"drama, thriller, mystery, witch, woman director"
The Sisterhood of the Traveling Pants,"drama, comedy, holiday, female friendship, jeans, coming of age, teenage girl, summer, based on young adult novel"
The Sisterhood of the Traveling Pants 2,"female friendship, best friend, summer vacation, woman director, young adult, adventure, drama, comedy, family"
The Sitter,"comedy, babysitter, duringcreditsstinger"
The Sixth Sense,"drama, thriller, mystery, child abuse, sense of guilt, loss of child, confidence, psychology, dying and death, marriage crisis, afterlife, single, paranormal phenomena, cowardliness, child, spiritism"
The Skeleton Key,"drama, horror, thriller, mystery, nurse, secret, dream, fight, kidnapping, new orleans, key, plantation, voodoo, party, lawyer, blood, violence, mirror, attic, occult"
The Skeleton Twins,"drama, new york, adultery, confession, brother sister relationship, infidelity, bisexuality, rejection, cowardice, reunion, death of father, mother daughter relationship, lesbian, in the closet, teacher student relationship, mother son relationship, lgbt, gay lead character, gay brother, estrangement, fraternal twins, new ager, twin synchronization"
The Skulls,"drama, thriller, crime, journalist, secret society, pizza, wealth, pay phone, rooftop, attempted suicide, fraternity, foot race, ivy league, u.s. senator, dining hall"
The Slaughter Rule,drama
The Sleepwalker,"drama, woman director, young couple, secluded, family estate"
The Smurfs,"adventure, fantasy, animation, comedy, family, moon, magic, based on comic book, animation, good vs evil, smurf, blue, vortex, mischief, cat and mouse, duringcreditsstinger"
The Smurfs 2,"based on cartoon, animation, smurf, fantasy, animation, comedy, family"
The Social Network,"drama, hacker, hacking, creator, frat party, social network, deposition, intellectual property, entrepreneur, arrogance, young entrepreneur, facebook"
The Soloist,"newspaper, cello, musical, violin, los angeles, drama"
The Son of No One,"drama, thriller, crime"
The Sorcerer's Apprentice,"adventure, fantasy, drama, action, comedy, witch, fire, wolf, fountain, magic, book, castle, water, apprentice, training, merlin, love, mission, sorcerer, dragon, aftercreditsstinger, apprendista, morgana"
The Sound and the Shadow,"comedy, thriller, mystery"
The Sound of Music,"drama, music, romance, family, resistance, austria, world war ii, musical, music competition, salzburg, based on play, classic, alps, governess, convent, music contest, novice, puppet show, nun in love, nazi occupation, 1930s"
The Spanish Prisoner,"dialogue, confidence, invention, independent film, drama, thriller, crime, mystery"
The Specialist,"action, thriller, explosive, revenge, explosives expert"
The Specials,"action, comedy, superhero"
The Spectacular Now,"drama, comedy, romance, alcoholism, coming of age, teenager, high school student, based on young adult novel"
The Spiderwick Chronicles,"adventure, fantasy, family, brother sister relationship, family relationships, single mother, alternate reality, mother child relationship, hidden truth, goblin, magical creature, fairies"
The Spirit,"secret identity, robber, mask, frog, based on comic strip, back from the dead, action, comedy, thriller, crime, science fiction"
The SpongeBob Movie: Sponge Out of Water,"adventure, animation, comedy, family, ocean, sea, star, water, comedy, sponge, spongebob, live action and animation"
The SpongeBob SquarePants Movie,"animation, comedy, family, ocean, sea, star, water, freeze, spongebob"
The Spy Next Door,"duringcreditsstinger, action, comedy, family"
The Spy Who Loved Me,"adventure, action, thriller, london england, submarine, england, assassination, spy, cairo, terrorist, egypt, mass murder, pyramid, russia, planned murder, secret intelligence service, kgb, villain, nuclear missile, tanker, sphinx, sardinien, warhead, jet ski, utopia, murder, shark, killer, british secret service, skiing"
The Square,"drama, history, documentary, woman director"
The Squid and the Whale,"drama, comedy, childhood memory, uniform, independent film, private, tryst"
The Statement,"drama, thriller"
The Station Agent,"drama, comedy, train station, new jersey, small person, friendship, newfoundland"
The Stepfather,"horror, thriller, mystery, step father, remake"
The Stepford Wives,"android, housewife, transformation, action, comedy, science fiction"
The Stewardesses,"comedy, female nudity, lesbian, erotic movie"
The Sticky Fingers of Time,"future, bisexuality, time travel, woman director, drama, science fiction"
The Sting,"drama, comedy, crime, chicago, bet, horse race, repayment, con man, mafia boss, violence, ragtime, reference to mutt and jeff, off track betting, sting operation, alley, 1930s, 20th century"
The Story of Us,"love of one's life, therapist, psychology, wedding, relationship, divorce, drama, comedy, romance"
The Straight Story,"drama, brother brother relationship, mississippi, wisconsin, lawnmower, iowa, biography, based on true story, independent film, family relationships, family, road movie"
The Sum of All Fears,"drama, action, thriller, cia, terrorist, atomic bomb, cold war, nuclear explosion, jack ryan"
The Sweeney,"drama, action, crime, british, based on tv series"
The Sweet Hereafter,"drama, canada, suffering, village, paralysis, independent film, lawyer, school bus, vehicular accident"
The Sweetest Thing,"roommate, marriage, aftercreditsstinger, duringcreditsstinger, comedy, romance"
The Switch,"drama, comedy, romance, alcohol, single parent, baby, restaurant, aquarium, sperm, little boy, male female relationship, pregnant, artificial insemination"
The Tailor of Panama,"drama, thriller, dancing, spy, birthday, map, fireworks, bridge, secret agent, president, children, independent film, debt, swimming, political, band"
The Taking of Pelham 1 2 3,"drama, thriller, crime, hostage, new york city, new york subway, subway train, stock market, motorcycle crash, subway tunnel, aftercreditsstinger"
The Tale of Despereaux,"loyalty, totalitarian regime, mouse, forgiveness, honor, unlikely friendship, courage, chivalry, animal lead, adventure, animation, family"
The Talented Mr. Ripley,"drama, thriller, crime, venice, italy, gay, new york, lovesickness, double life, dual identity, jealousy, secret identity, new love, homicide, atlantic ocean, new identity, planned murder, prosecution, yacht, ship, inferiority, false identity, beguilement, rejection, inferiority complex, ocean liner, friendship, homosexuality, wealth, cowardliness, envy"
The Tempest,"fantasy, drama, shakespeare, sword, island, frog, sorcery, banishment, spirit, storm, staff, woman director, sorceress, loincloth"
The Ten,"independent film, ventriloquist dummy, multiple storylines, sabbath, brain scan, radiation sickness, parachutist, rubik's cube, comedy"
The Terminal,"drama, comedy, new york, airport, marriage proposal, translation, craftsman, stewardess, illegal immigration, language barrier, jfk international airport, immigration law, fast food restaurant, security camera, jazz musician, saxophonist, autograph, passport, eastern europe, friendship"
The Terminator,"saving the world, artificial intelligence, rebel, cyborg, shotgun, killer robot, sun glasses, dystopia, car chase, laser gun, urban setting, future war, action, thriller, science fiction"
The Texas Chain Saw Massacre,"horror, gas station, texas, van, gore, midnight movie, surprise ending, shock in the end, leatherface, hitchhiker, slaughterhouse, slasher, chainsaw, family, polaroid, cannibals, proto-slasher"
The Texas Chainsaw Massacre 2,"hammer, gore, slasher, chainsaw, b horror, horror"
The Texas Chainsaw Massacre: The Beginning,"horror, mass murder, planned murder, chain saw, sadism, knife, psychopath, prequel, murder, gore, serial killer, blood, leatherface, slaughterhouse, slasher, chainsaw, torture, cruelty, series of murders, violence, cannibal, severed foot, severed hand"
The Theory of Everything,"drama, romance, wife husband relationship, biography, physicist, based on memoir, stephen hawking, fictionalized biography, motor neuron disease, als"
The Thief and the Cobbler,"adventure, fantasy, animation, science fiction, family, prophecy, witch, princess, battle, desert, troubled production, unfinished film"
The Thin Red Line,"based on novel, japanese, world war ii, battle assignment, invasion, marine corps, u.s. army, commander, pacific, rifle, survival, jungle, infantry, steel helmet, sergeant, pacific island, soldier, battle, fighting, guadalcanal, awol, philosophic conflict, drama, history, war"
The Thing,"horror, science fiction, mystery, ice, space marine, paranoia, snow storm, norwegian, research station, remake, alien, antarctica, shape shifting alien, sled dogs"
The Thirteenth Floor,"artificial intelligence, simulation, computer program, virtual reality, dystopia, murder, los angeles, thriller, science fiction, mystery"
The Thomas Crown Affair,"drama, crime, romance, martinique, claude monet, famous painting, glider, insurance agent, missing painting, stolen painting, valuable painting, rich people"
The Three Burials of Melquiades Estrada,"adventure, drama, western, crime, mystery, border patrol, united statesu2013mexico barrier, promise, desert"
The Three Musketeers,"number in title, historical fiction, musketeer, 17th century, 3d, adventure, action, thriller"
The Three Stooges,"comedy, duringcreditsstinger"
The Tigger Movie,"owl, donkey, tiger, piglet, bear, rabbit, woman director, animation, family"
The Timber,"adventure, drama, western"
The Time Machine,"future, time machine, adventure, action, science fiction"
The Time Traveler's Wife,"fantasy, drama, romance, chicago, sex, based on novel, nudity, diary, future, time, time travel, marriage, love, romance, travel, tragic love, relationship, time traveler, complication"
The To Do List,"comedy, romance, sex, sexuality, irony, sarcasm, naivety, black humor, swimming pool, teenage girl, sexual humor, summer, love interest, summer vacation, father daughter relationship, attraction, high school student, teenage sexuality, clumsiness, lifeguard, immaturity, awkwardness, list, woman director, public pool, female sexuality, virginity, 1990s"
The Tooth Fairy,"horror, gore, slasher, single mother, tooth fairy, woodchipper"
The Tourist,"paris, hotel, false identity, undercover agent, romance, action, thriller, romance"
The Town,"drama, thriller, crime, based on novel, money laundering, ambulance, boston, massachusetts, bank manager, drug dealer, florist, flower shop, hold-up robbery, volunteer, stolen money, friends, car set on fire, boston garden, police chase, best friend, fenway park"
The Toxic Avenger,"corruption, mayor, anti hero, sadism, toxic, movie reference, person on fire, t shirt, workout, health club, rabid anger, disfigured face, superhero spoof, strong man, car run over, shock humor, horror, action, comedy, science fiction"
The Toxic Avenger Part II,"horror, action, comedy, japan, new jersey, sequel, superhero, gore, spoof, cult film"
The Train,"paris, france, world war ii, nazis, hijacking of train, artwork, train ride, painting, french resistance, train crash, nazi germany, art thief, art theft, drama, action, thriller, war"
The Transporter,"action, thriller, crime, car journey, transportation, auto, human trafficking"
The Transporter Refueled,"action, thriller, crime, transporter, sequel, suspense, car, bank heist, action"
The Tree of Life,"fantasy, drama, philosophy, father son relationship, red hair, brother sister relationship, sun, telegram, tree, meteor, afterlife, death of a child, independent film, spirituality, outer space, dinosaur, voice over, very little dialogue, tarkovskyesque"
The Trials Of Darryl Hunt,"woman director, documentary"
The Trouble with Harry,"comedy, thriller, mystery, small town, chase, wife, leave, murder, suspense, female corpse"
The Truman Show,"claustrophobia, hidden camera, dystopia, reality show, make believe, pretend, drama, comedy"
The Tuxedo,"action, comedy, thriller, science fiction, bomb, intelligence, chauffeur, wound, secret agent, head injury"
The Twilight Saga: Breaking Dawn - Part 2,"vampire, romance, villainess, super strength, imprinting, cross breed, bloodsucker, grudge, vampire vs vampire, chief of police, dhampir, forks washington, wolf pack, misinformation, seeing the future, fang vamp, adventure, fantasy, drama, romance"
The Twilight Saga: Eclipse,"adventure, fantasy, drama, romance, vampire, graduation, bite, immortality, werewolf, fang vamp"
The Twilight Saga: New Moon,"moon, cinema, vampire, werewolf, fang vamp, adventure, fantasy, drama, romance"
The Ugly Truth,"comedy, romance, romantic comedy, romance, tv morning show, relationship, opposites attract"
The Ultimate Gift,"grandfather grandson relationship, independent film, wealth, inheritance fight, drama, romance, family"
The Unborn,"horror, thriller, mystery"
The Untouchables,"drama, history, thriller, crime, white suit, al capone, tough cop, treasury agent, untouchable, tax evasion, jury tampering, rule of law, rooftop chase, cutting face while shaving, 1930s"
The Upside of Anger,"drama, comedy, sex, lie, college, funeral, friendship, grief, neighbor, marijuana, anger, alcoholic, drunk, flashback, dysfunctional"
The Usual Suspects,"drama, thriller, crime, law, relatives, theft, criminal, criminal mastermind, hungarian, sibling"
The Valley of Decision,drama
The Vatican Exorcisms,"horror, documentary, mystery, exorcism"
The Vatican Tapes,"exorcism, anti-christ, exorcist, horror, thriller"
The Veil,"horror, cult"
The Velocity of Gary,"drama, romance"
The Verdict,"drama, boston, court, malpractice, alcoholic, courtroom, defense attorney"
The Village,"secret, forest, rural setting, blindness, courtship, mentally handicapped man, human nature, aura, romantic, village council, drama, thriller, mystery"
The Virgin Suicides,"drama, romance, michigan, 1970s, youth, family, woman director"
The Virginity Hit,"comedy, loss of virginity, teenage boy, teen comedy, teenage sexuality, found footage, sex comedy, virginity"
The Visit,"horror, thriller, rap music, pennsylvania, brother sister relationship, farm, grandparents, murder, children, independent film, farmhouse, single mother, violence, oven, found footage, hide and seek, diaper"
The Visual Bible: The Gospel of John,"drama, history, miracle, jesus christ, last supper, bible, christian, god, sermon on the mount"
The Vow,"coma, amnesia, based on true story, memory loss, car accident, romantic drama, drama, romance"
The Wackness,"drama, coming of age, marijuana, summer"
The Walk,"adventure, drama, thriller, 1970s, skyscraper, based on true story, tightrope, planning, world trade center"
The Warrior's Way,"adventure, fantasy, action, western, thriller, assassin, small town, forest, revenge, deception, super speed, surprise ending"
The Wash,"sex, fight, music, illegal drug, black american stereotype, cashier, disgruntled worker, low rider, caller id, duringcreditsstinger, action, comedy"
The Watch,"comedy, usa, sterility, castration, marriage, friendship, alien, suburb, alien invasion, death, teenage daughter, neighborhood watch, creepy neighbor"
The Watcher,"chicago, fbi, menace, covered investigation, state of emergency, investigation, suspense, serial killer, little girl, psychiatrist, fbi agent, psychotherapy, thriller, mystery"
The Water Diviner,"drama, war, istanbul, australia, post world war i, farmer, missing in action, missing son, gallipoli campaign, inspired by true events"
The Waterboy,"comedy, sport, social outcast, ridicule, lawn mower, deserted by husband, low self esteem, black and white to color"
The Way of the Gun,"drama, action, thriller, crime, gunslinger, mexico, hotel, ransom, mexican standoff, kidnapping, sperm bank, from rags to riches, surrogate mother, money, gunfight, drifter, gangster, criminal, desert, millionaire, neo-western"
The Way Way Back,"drama, comedy, shyness, beach, bicycle, conversation, friendship, step father, vacation, job, neighbor, summer, teenager, water park, awkwardness"
The Weather Man,"drama, comedy, new york, chicago, midlife crisis, television, daughter, father, weatherman, terminal illness, wettermann"
The Wedding Date,"based on novel, callboy, wedding, escort, fake boyfriend, woman director, comedy, romance"
The Wedding Planner,"comedy, san francisco, marriage proposal, love of one's life, wedding planer, man of one's dreams, wine garden, wedding, sicilian, star crossed lovers, wedding day, meant for each other"
The Wendell Baker Story,"drama, comedy, romance, con man, release from prison, independent film"
The White Countess,"drama, history, romance, family"
The Whole Nine Yards,"comedy, crime, bounty, gangster boss, montreal, gangster, dentist, hoodlum"
The Whole Ten Yards,"hitman, comedy, thriller, crime"
The Wicked Lady,"adventure, drama, highwayman"
The Wicked Within,horror
The Wild Bunch,"underdog, robbery, bounty hunter, texas, mexican revolution, friendship, honor, gang, shootout, soldier, steam locomotive, righteous rage, adventure, western"
The Wild Thornberrys Movie,"adventure, animation, family, sister sister relationship, safari, wildlife, baboon, chimpanzee, woman director"
The Wind That Shakes the Barley,"drama, history, war, london england, brother brother relationship, england, civil war, resistance, guerrilla, irland, underground, opression, traitor, mercenary, independence, british army, dublin, irish civil war, peace, weapon, irish republican army, rural ireland, colonialism"
The Witch,"horror, mystery, witch, new england, 17th century"
The Wiz,"adventure, fantasy, music, family, melancholy, little dog, based on stage musical, based on film, wizard"
The Wizard of Oz,"adventure, fantasy, family, witch, adolescence, based on novel, secret identity, clock, dream, lion, tornado, scarecrow, musical, crow, music, kansas, classic, imaginary land, cowardliness, sepia color"
The Wolf of Wall Street,"drama, comedy, crime, corruption, sex, sexuality, bank, humor, biography, wall street, marriage crisis, rise and fall, stockbroker, drug, stock broker"
The Wolfman,"drama, horror, thriller, father son relationship, victorian england, remake, rural setting, werewolf"
The Wolverine,"japan, samurai, mutant, world war i, marvel comic, superhero, based on comic book, superhuman, duringcreditsstinger, adventure, fantasy, action, science fiction"
The Woman Chaser,"drama, charles willeford, used car salesman"
The Woman in Black,"london england, secret, remake, revenge, lawyer, photograph, gothic horror, hammer horror, estate, ghost, supernatural power, drama, horror, thriller"
The Women,"drama, comedy, romance, beauty salon, divorce, woman director"
The Wood,"drama, comedy, romance"
The Words,"drama, thriller, plagiarized book, stolen novel, plagiarized novel, aspiring writer"
The Work and the Glory,"drama, romance"
The Work and the Glory II: American Zion,drama
The Work and The Story,comedy
The World Is Not Enough,"adventure, action, thriller, british, mission, oil, heiress, bilbao spain, british secret service"
The World's End,"action, comedy, science fiction, end of the world, apocalypse, trilogy, homage"
The World's Fastest Indian,"drama, new zealand, utah, life's dream, independent film, motorcycle, motorcycle racing, trailer, mortgage"
The Wraith,"male nudity, female nudity, sex, killing, sheriff, car race, cemetery, shotgun, arizona, nudity, reincarnation, police, auto-tuning, street race, revenge, murder, car crash, alien, independent film, gang, motorcycle, violence, car chase, cult film, ghost, road movie, drag racing, roller skates, strange person, budweiser, turbo intercepter, horror, action, crime, science fiction, romance"
The Wrestler,"drama, romance, supermarket, heart attack, ambition, daughter, wrestling, sport, stripper, steroids, fame, barbed wire, wrestler, redemption"
The X Files,"thriller, science fiction, mystery, bomb, helicopter, secret, obsession, extraterrestrial technology, fbi, space marine, mutation, secret society, secret organization, secret lab, x-files, government"
The X Files: I Want to Believe,"drama, thriller, science fiction, mystery, extraterrestrial technology, fbi, alien, fbi agent, duringcreditsstinger"
The Yards,"corruption, subway, infiltration, criminal, drama, action, thriller, crime"
The Yellow Handkerchief,"drama, romance, independent film"
The Young and Prodigious T.S. Spivet,"adventure, drama, family, train, cartographer"
The Young Messiah,"egypt, jesus christ, gospel, christian, journey, biblical, drama"
The Young Unknowns,"drama, woman director"
The Young Victoria,"drama, history, romance, royal family, biography, royalty, period drama, queen victoria, prince albert, 19th century, british monarchy"
There Be Dragons,"spanish civil war, priest, independent film, catholic, dying, saint, martyrdom, drama"
There Goes My Baby,"drama, comedy"
There Will Be Blood,"drama, brother brother relationship, deaf-mute, american dream, fanatic, pipeline, petrol, father, step father, oil, money, killer, alcoholic"
There's Always Woodstock,"comedy, music, romance, woman director"
There's Something About Mary,"surgeon, stalker, romantic comedy, dream girl, taboo, screwball comedy, frisbee, troubadour, gross out comedy, intellectual disability, comedy, romance"
Theresa Is a Mother,"drama, comedy, music"
They,"horror, thriller, suicide, asylum, nightmare, darkness, supernatural, suspense"
They Came Together,comedy
They Live,"horror, action, thriller, science fiction, dystopia, social commentary, alien invasion, sunglasses, brawl"
They Will Have to Kill Us First,"documentary, music, woman director"
Things to Do in Denver When You're Dead,"father son relationship, bounty hunter, boat, way of life, coffin, denver, godmother, paranoia, hitman, friendship, psychopath, revenge, murder, independent film, mafia, diner, blood, gangster, violence, illegal prostitution, extramarital affair, drama, crime"
Things We Lost in the Fire,"drama, sadness, loss of father, junkie, luxury, heroin, beauty, charity, funeral, widow, loss of husband, ersatz, best friend, woman director"
Think Like a Man,"advice, love, relationship, ensemble cast, duringcreditsstinger, turning the tables, reading a book, african american comedy, comedy, romance"
Think Like a Man Too,"comedy, romance"
Thinner,"horror, thriller, blow job, curse, fat suit, steven king"
Thir13en Ghosts,"hunter, nanny, nudity, collector, house, supernatural, hell, uncle, revenge, lawyer, inheritance, blood, psychic, violence, devil, trapped, machine, evil, glass, horror, thriller"
Thirteen,"drama, crime, cheating, dysfunctional family, teen angst, underage drinking, domestic violence, makeover, drug overdose, teacher student relationship, street life, movie theater, razor blade, tattoo shop, peer pressure, shoe store, overachiever, reference to jack black, flunking out of school, promiscuous mother, glue sniffing, woman director"
Thirteen Conversations About One Thing,"independent film, woman director, drama"
Thirteen Days,"drama, thriller, usa president, atomic bomb, john f. kennedy, kubakrise, threat"
This Christmas,"drama, family, family holiday, family feud, drama, comedy"
This Is 40,"comedy, wife husband relationship, children, family relationships, duringcreditsstinger"
This Is England,"drama, crime, holiday, skinhead, england, vandalism, independent film, gang, racism, summer, youth, violence, drug, unemployment, xenophobia, culture"
This Is Martin Bonner,drama
This Is the End,"action, comedy, rape, monster, panic, friendship, celebrity, satire, party, possession, dark comedy, end of the world, apocalypse, drug, demon, self-referential, actor"
This Is Where I Leave You,"based on novel, funeral, dysfunctional family, death of father, man child, family, mourning, grieving, drama, comedy"
This Means War,"action, comedy, romance, love triangle, friendship, dating, sushi bar, exploding airplane, online dating, stable, karate class, dog shelter"
This Thing of Ours,"heist mafia internet, drama, action, thriller"
Thomas and the Magic Railroad,"animation, drama, science fiction, family"
Thor,"adventure, fantasy, action, new mexico, banishment, shield, marvel comic, hammer, superhero, based on comic book, redemption, norse mythology, aftercreditsstinger, marvel cinematic universe, 3d, asgard, odin, heimdall"
Thor: The Dark World,"marvel comic, superhero, based on comic book, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d, asgard, adventure, fantasy, action"
Thr3e,"drama, horror, thriller"
Three Kings,"adventure, action, comedy, gold, gulf war, three kings, iraq, kuwait, rescue, interracial relationship, treasure map, soldier, u.s. soldier, gold theft, persian gulf, emergency surgery, mine field"
Three Men and a Baby,"baby, roommate, bachelor, party, windeln, solteros, drama, comedy, family"
Three to Tango,"comedy, romance, gay, dance, architect, artist, tango, business man, spying, partnership, chief executive officer, deception, business partner, affair"
Thumbsucker,"drama, comedy, becoming an adult, thumb, first time, hypnosis, thumb sucking, attention deficit hyperactivity disorder (adhd), elocution, high school, independent film, teenage crush, youth, family"
Thunderball,"paris, florida, fighter pilot, sanatorium, secret organization, nuclear missile, coral reef, bahamas, scuba diving, scuba, british secret service, adventure, action, thriller"
Thunderbirds,"adventure, fantasy, action, comedy, science fiction, family, secret organization, based on tv series, golden gate bridge, locker, oil rigu00a0, teenage hero, soaked clothes, thunderbirds"
Tiger Orange,"drama, gay, lgbt"
Tim and Eric's Billion Dollar Movie,"comedy, restaurant, wolf, shopping mall, filmmaker, billion dollars, fake commercial"
Timber Falls,"fanatic, forest, west virginia, suspense, horror, thriller"
Time Bandits,"adventure, fantasy, comedy, science fiction, family, treasure, map, magic, time travel, titanic, cage, steampunk, minotaur, independent film, good vs evil, tank, burglary"
Time Changer,"time travel, time machine, christian film, drama, comedy, science fiction, family"
Time to Choose,"documentary, climate change, documentary"
Timecop,"action, thriller, crime, science fiction, martial arts, time travel, science fiction, alternative reality"
Timeline,"professor, time travel, quantum mechanics, hundred years' war, excavation, la roque, knight, medieval times, adventure, action, science fiction"
